benchmark_id,rq,stage,model,graph,n_system,n_terms,alpha,selector_ancillas,n_ancilla,max_locality,gate_count,qasm_path,check_mode,check_epsilon,inferred_alpha,residual_norm,residual_threshold,residual_numerical_tolerance,residual_acceptance_threshold,runtime_sec,tracemalloc_peak_mb,process_maxrss_mb,status,success,error
heisenberg_n256,RQ1,block_encoding,heisenberg,,256,765,765,10,11,2,34712,benchmarks/block_encoding/generated/heisenberg/heisenberg_n256.qasm,paper,1e-08,765.000000000,4.95680879989e-58,2.93873587706e-47,0,2.93873587706e-47,4976.423911291,296.730815,769.203125,PASS,True,
